Db,Ndb Id,FoodDescription,Manufacturer 
BF,45158929,"EASTER EGGS CHOCOLATE, UPC: 077260083142",RUSSELL STOVER CANDIES INC.
BF,45164897,"PREMIUM BELGIAN CHOCOLATE, UPC: 075450153118","Hy-Vee, Inc."
BF,45164861,"ZACHARY, REAL CHOCOLATE, UPC: 075186053324",Zachary Confections Inc
BF,45164834,"TROPHY NUT, PEANUTS, CHOCOLATE, UPC: 074249185866",Trophy Nut Co.
BF,45164778,"CHOCOLATE CHIP HAWAIIAN SHORTBREAD, UPC: 073218340800","Diamond Bakery Co., Ltd."
BF,45164768,"DARK CHOCOLATE CHIPOTLE ALMONDS, UPC: 072989766611","Jerry's Nut House, Inc."
BF,45092660,"DOUBLE CHOCOLATE BROWNIE, UPC: 047495751031",NATURE'S BAKERY
BF,45164709,"LUNDS & BYERLYS, MILK CHOCOLATE, UPC: 072431010781",Lunds Inc
BF,45164570,"WILTON, DIPPING CHOCOLATE, UPC: 070896194091",Wilton Enterprises Inc
BF,45164449,"BROCKMANN'S, MILK CHOCOLATE, ALMONDS, UPC: 068877007515",Brockmann's Chocolate Inc.
BF,45164446,"CHOCXO, ORGANIC DARK CHOCOLATE, UPC: 068116501279",none
BF,45164443,"VOORTMAN, CHOCOLATE CHIP COOKIES, UPC: 067312000609",VOORTMAN COOKIES LTD.
BF,45164381,"LUDWIG'S, MILK CHOCOLATE, UPC: 053035923806",Ludwig Schokolade Gmbh
BF,45164075,"MILK & DARK CHOCOLATE, UPC: 041761450277",ELMER CANDY CORPORATION
BF,45163841,"WALKERS, MILK CHOCOLATE, UPC: 041376943997","Frankford Candy, LLC"
BF,45163773,"CHOCOLATE COVERED RAISINS, UPC: 041303053119","Supervalu, Inc."
BF,45163752,"CHOCOLATE CARAMEL BAR, UPC: 041269112042",R.M. PALMER CO.
BF,45252379,"CHOCOLATE CANDIES FILLED FIGURINE, UPC: 040000324874",Mars Chocolate North America LLC
BF,45141681,"MILK CHOCOLATE COVERED, UPC: 034986060031",Affy Tapple Inc.
BF,45163441,"MILK CHOCOLATE PRETZELS, UPC: 034952586121",Eillien's Candies Inc.
BF,45252302,"GODIVA, ASSORTED BELGIAN CHOCOLATES, UPC: 031290098439","Godiva Chocolatier, Inc."
BF,45252239,"BELL SHAPED CHOCOLATES, UPC: 028000444563",Nestle USA Inc.
BF,45252237,"PIECES IN MILK CHOCOLATE, UPC: 028000246129",Nestle USA Inc.
BF,45164445,"CHOCXO, DARK CHOCOLATE BAR, UPC: 068116101011",none
BF,45164441,"SALPA, CHOCOLATE SHAPED SARDINES, UPC: 066909100296",none
BF,45164373,"FANNIE MAY, ASSORTED CHOCOLATES, UPC: 052745772155","Fannie May Confections, Inc."
BF,45164051,"SCONZA, CHOCOLATE FRUIT BASKET, UPC: 041668081611",Sconza Candy Co.
BF,45163808,"MIX SELECTION CHOCOLATE, UPC: 041331062374","GOYA FOODS, INC."
BF,45163756,"PALMER, CANDY, MILK CHOCOLATE, UPC: 041269306649",R.M. PALMER CO.
BF,45252403,"M&M'S, CHOCOLATE CANDIES, UPC: 040000511304",Mars Chocolate North America LLC
BF,45163498,"SANDERS, DARK CHOCOLATE CLUSTERS, UPC: 035900278365",Morley Candy Makers Inc.
BF,45163442,"CHOCOLATE CHERRY CRUNCH MIX, UPC: 034952586350",Eillien's Candies Inc.
BF,45252309,"GODIVA, CHOCOLATE, ASSORTED, UPC: 031290110513","Godiva Chocolatier, Inc."
BF,45163115,"HANGENSBORG, ASSORTED CHOCOLATE TRUFFLES, UPC: 031044257808","Hagensborg Foods U.S.A., Inc."
BF,45252238,"MILK CHOCOLATE WITH CRISPED RICE, UPC: 028000207939",Nestle USA Inc.
BF,45162930,"MILK AND DARK CHOCOLATE TRUFFLES, UPC: 021795220572",Harry London's Candies Inc
BF,45162815,"HARMONS, CHOCOLATE COINS, UPC: 019646002699",Harmons Inc
BF,45184348,"CHOCOLATE CHIP ICE CREAM, UPC: 075450172829","Hy-Vee, Inc."
BF,45162614,"CARAMELETTES DARK CHOCOLATE, UPC: 011150940474",none
BF,45162542,"LINDT, DARK CHOCOLATE, UPC: 009542020736",Lindt & Sprungli (Schweiz) AG
BF,45162535,"ASSORTED CHOCOLATE TRUFFLES, UPC: 009542018931",Lindt & Sprungli (Schweiz) AG
BF,45162526,"LINDT, MILK CHOCOLATE HEARTS, UPC: 009542013578",Lindt & Sprungli (Schweiz) AG
BF,45250920,"SEMI-SWEET CHOCOLATE NONPAREILS, UPC: 028000793500",Nestle USA Inc.
BF,45250886,"BUNCHES OF CRISPY MILK CHOCOLATE, UPC: 028000259143",Nestle USA Inc.
BF,45188646,"ORIGINAL PECANS-CHOCOLATE-CARAMEL, UPC: 0872181007686",DEMET'S CANDY COMPANY
BF,45187772,"DARK CHOCOLATE TART, UPC: 852736005237",Kennebunkport Pie CompanyLLC
BF,45187494,"HOLSTEIN CHOCOLATE TREAT, UPC: 743504999226","BREAD & CHOCOLATE, INC."
BF,45187327,"LULA'S CHOCOLATES, CARAMEL SAUCE, UPC: 689076037815",Quisling Media
BF,45162819,"HARMONS, CHOCOLATE JELLY RINGS, UPC: 019646003658",Harmons Inc
BF,45162712,"LANDIES CANDIES, CHOCOLATE FOR WINE, UPC: 013065503256",Landies Candies Co. Inc.
BF,45184347,"CHOCOLATE ICE CREAM, UPC: 075450172812","Hy-Vee, Inc."
BF,45162564,"MOSSY OAK, CHOCOLATE PECANS, UPC: 010904201977",Indianola Pecan House Inc.
BF,45162541,"SUPREME DARK CHOCOLATE BARS, UPC: 009542020729",Lindt & Sprungli (Schweiz) AG
BF,45162534,"SWEET POPCORN MILK CHOCOLATE, UPC: 009542018399",Lindt & Sprungli (Schweiz) AG
BF,45162508,"DARK CHOCOLATE BITE, UPC: 008725033648",Long Grove Confectionery Co.
BF,45250896,"DARK CHOCOLATE & MINT MORSELS, UPC: 028000457587",Nestle USA Inc.
BF,45245500,"CHOCOLATE CHIP COOKIE SANDWICH, UPC: 050000235001",Nestle USA Inc.
BF,45263670,"CREAMY BANANA CHOCOLATE!, UPC: 628619880174",none
BF,45187526,"LILLY'S, CHOCOLATE BON BONS, UPC: 760672420048","Mezonos Maven Bakery, Inc."
BF,45255661,"DORSET, CHOCOLATE COCONUT TORTE, UPC: 736211736475","Aqualink Nevada, LLC"
BF,45150968,"DARK BITTERSWEET CHOCOLATE DROPS, UPC: 021333070379","Fareway Stores, Inc."
BF,45150963,"MILK CHOCOLATE STARS, UPC: 021333070539","Fareway Stores, Inc."
BF,45150887,"CHOCOLATE ESPRESSO BEANS, UPC: 020526051379","Bergin Nut Company, Inc."
BF,45150877,"CHOCOLATE CHIP COOKIES, UPC: 020200038542",Interbake Foods Inc.
BF,45150863,"CHOCOLATE MINT COOKIE BITES, UPC: 019646003696",Harmons Inc
BF,45150818,"MINT CHOCOLATE COOKIES, UPC: 018169482087",Byerly Foods International
BF,45150810,"MILK CHOCOLATE PECANS, UPC: 017279190059","Dilco Enterprises, Inc."
BF,45150784,"CHEWY CHOCOLATE CHIP COOKIES, UPC: 015400873918","Western Family Foods, Inc."
BF,45150752,"LIQUOR FILLED CHOCOLATES, UPC: 013413110310","Very Special Chocolates, Inc."
BF,45249467,"DARK CHOCOLATE COLLECTION, UPC: 012937470504",Mars Retail Group Inc.
BF,45150698,"CARAMEL CHEW MIX CHOCOLATE, UPC: 011822111096",Rite Aid Corporation
BF,45150630,"DARK CHOCOLATE COCONUT BITES, UPC: 011150734851",none
BF,45150594,"SPIRITED HOT CHOCOLATE, UPC: 010532624216",MCSTEVEN'S INC.
BF,45150967,"FAREWAY, CHOCOLATE PEANUT CLUSTERS, UPC: 021333070508","Fareway Stores, Inc."
BF,45150950,"CHOCOLATE SANDWICH COOKIES, UPC: 021130308330","Safeway, Inc."
BF,45150881,"MILK BALLS CHOCOLATE, UPC: 020439070009",Koppers Chocolate Specialty Co
BF,45150864,"CHOCOLATE CARAMEL HEARTS, UPC: 019646003924",Harmons Inc
BF,45150822,"MINI CHOCOLATE CHIP COOKIES, UPC: 018169483183",Byerly Foods International
BF,45150814,"WHITE CHOCOLATE MACADEMIA COOKIES, UPC: 018169481004",Byerly Foods International
BF,45150807,"FUDGE LOVE CHOCOLATE, UPC: 017109329024","Sweet Shop Candies, Inc."
BF,45150770,"ALMOND BARK DARK CHOCOLATE, UPC: 014452001447",Esther Price Candies Corp.
BF,45150747,"MILK CHOCOLATE COVERED PRETZELS, UPC: 013065504260",Landies Candies Co. Inc.
BF,45150731,"ORGANIC & FAIR DARK CHOCOLATE, UPC: 011835259457",Chocolat Bernrain Ag
BF,45150631,"RASPBERRY CHOCOLATE FUDGE, UPC: 011150938754",none
BF,45150628,"ROUNDY'S, DARK CHOCOLATE, UPC: 011150734844",none
BF,45150593,"CHRISTMAS COCOA CHOCOLATE, UPC: 010532107153",MCSTEVEN'S INC.
BF,45150572,"WHITE CHOCOLATE TRUFFLES, UPC: 009542026783",Lindt & Sprungli (Schweiz) AG
BF,45362095,"WHITE CHOCOLATE CANDIES, UPC: 040000537977",Mars Chocolate North America LLC
BF,45150561,"SIGNATURE SELECTIONS MILK CHOCOLATE, UPC: 009542017194",Lindt & Sprungli (Schweiz) AG
BF,45150559,"MILK CHOCOLATE TRUFFLES, UPC: 009542015848",Lindt & Sprungli (Schweiz) AG
BF,45150554,"PEPPERMINT WHITE CHOCOLATE TRUFFLES, UPC: 009542013042",Lindt & Sprungli (Schweiz) AG
BF,45150548,"DARK CHOCOLATE ALMONDS, UPC: 008725247052",Long Grove Confectionery Co.
BF,45194093,"CHOCOLATE FLAVORED SYRUP, UPC: 018894764304","Big Y Foods, Inc."
BF,45143603,"OUR FAMILY, CHOCOLATE PEANUTS, UPC: 070253720031",Nash Finch Company
BF,45306869,"GERMAN CHOCOLATE COOKIE DOUGH, UPC: 050000950881",Nestle USA Inc.
BF,45143297,"TEMPTING TRIPLE CHOCOLATE COOKIES, UPC: 042704045178",Cumberland Farms Dairy Inc
BF,45143291,"PREMIUM CREAMY CHOCOLATE, UPC: 042704044829",Cumberland Farms Dairy Inc
BF,45142833,"SUPERVALU, PRETZELS, CHOCOLATE, UPC: 041130599149","Supervalu, Inc."
BF,45150574,"LINDOR MILK CHOCOLATE TRUFFLES, UPC: 009542029401",Lindt & Sprungli (Schweiz) AG
BF,45150571,"CHOCOLATE TRUFFLES EGGS, UPC: 009542026516",Lindt & Sprungli (Schweiz) AG
BF,45150563,"LINDOR MILK CHOCOLATES TRUFFLES, UPC: 009542019310",Lindt & Sprungli (Schweiz) AG
BF,45150560,"ASSORTED CHOCOLATE TRUFFLES, UPC: 009542016166",Lindt & Sprungli (Schweiz) AG
BF,45150558,"DARK CHOCOLATE TRUFFLES, UPC: 009542015831",Lindt & Sprungli (Schweiz) AG
BF,45150552,"ASSORTED CHOCOLATE MINIS STICKS, UPC: 009542012557",Lindt & Sprungli (Schweiz) AG
BF,45150543,"SOLID MILK CHOCOLATE, UPC: 000609124107",Madelaine Chocolate Novelties
BF,45143614,"TOGGI, WAFERS, MILK CHOCOLATE, UPC: 070556808634",Hubbs Importing Corp
BF,45143508,"VSC CHOCOLATS, CHOCOLATE TRUFFLES, UPC: 055415385631",none
BF,45143300,"PREMIUM CHOCOLATE TREATS, UPC: 042704045055",Cumberland Farms Dairy Inc
BF,45143295,"PREMIUM CHOCOLATE TREATS, UPC: 042704045901",Cumberland Farms Dairy Inc
BF,45143251,"ROCA THINS, MILK CHOCOLATE, UPC: 041770332304",BROWN & HALEY
BF,45248516,"M&M'S, CHOCOLATE CANDIES, UPC: 040000511281",Mars Chocolate North America LLC
BF,45142627,"CHOCOLATE CHUNK COOKIES, UPC: 032251152450",Family Dollar Stores Inc.
BF,45248422,"CHOCOLATE FILLING ASSORTED TRUFFLES, UPC: 031290099344","Godiva Chocolatier, Inc."
BF,45169193,"TCHO, DARK CHOCOLATE DISCS, UPC: 812603016391",TCHO
BF,45141305,"CHOCOLATE COVERED CRISPY EGGS, UPC: 009800630127","Ferrero U.S.A., Incorporated"
BF,45141285,"FINE HAZELNUT CHOCOLATES, UPC: 009800120963","Ferrero U.S.A., Incorporated"
BF,45049448,"FINE HAZELNUT CHOCOLATES, UPC: 009800120499","Ferrero U.S.A., Incorporated"
BF,45309812,"CHOCOLATE SANDWICH COOKIES, UPC: 044000037420",Nabisco Biscuit Company
BF,45250633,"PIECES IN MILK CHOCOLATE, UPC: 028000381998",Nestle USA Inc.
BF,45196247,"CHOCOLATE FUDGE PUDDING SNACKS, UPC: 036800403932","Topco Associates, Inc."
BF,45279352,"CHOCOLATE PUDDING SNACK, UPC: 021130404131","Safeway, Inc."
BF,45169655,"NANACAKES, CHOCOLATE BAKING MIX, UPC: 854790003020","NanaCakes, LLC."
BF,45168553,"GLUTENULL, GOJI BERRIES IN CHOCOLATE, UPC: 628451529132",GluteNull Bakery
BF,45248499,"DOVE, MILK CHOCOLATE EYEBALLS, UPC: 040000501367",Mars Chocolate North America LLC
BF,45248424,"SOLID MILK CHOCOLATE BUNNY, UPC: 031290101290","Godiva Chocolatier, Inc."
BF,45169387,"HU, SIMPLE CHOCOLATE BAR, UPC: 850180006046",Hu Products LLC
BF,45248091,"PAMELA'S, CHUNKY CHOCOLATE CHIP, UPC: 093709100706",PAMELA'S PRODUCTS INC.
BF,45141294,"CHOCOLATE COVERED CRISPY EGGS, UPC: 009800630110","Ferrero U.S.A., Incorporated"
BF,45141281,"FERRERO ROCHER, HAZELNUT CHOCOLATES, UPC: 009800123018","Ferrero U.S.A., Incorporated"
BF,45309368,"CHOCOLATE SANDWICH COOKIES, UPC: 044000046989",Nabisco Biscuit Company
BF,45167095,"ALLEGRO CACAO, DRINKING CHOCOLATE, UPC: 014321174678",Allegro Coffee Company
BF,45141203,"DOBROVA, CHOCOLATE HAZELNUT SPREAD, UPC: 783963004987",Tvt's International Export & Import Co.
BF,45355917,"CHOCOLATE PUDDING SNACK, UPC: 021130404179","Safeway, Inc."
BF,45355573,"CHOCOLATE FUDGE PUDDING SNACK, UPC: 021130404148","Safeway, Inc."
BF,45247653,"PLANTERS, CHOCOLATE NUT, UPC: 029000018617",Nabisco Food Company
BF,45253499,"CHOCOLATE CHIP COOKIES, UPC: 895939001682","SUPERIOR CAKE PRODUCTS, INC."
BF,45041695,"MILK CHOCOLATE & SURPRISE, UPC: 768395491338",none
BF,45310617,"Chocolate Cheerios Cereal, UNPREPARED, GTIN: 00016000147720",GENERAL MILLS SALES INC.
BF,45284336,"MILK CHOCOLATE WITH PEANUTS, UPC: 876274001353","Dollar Only Wholesale, LLC"
BF,45269151,"DARK CHOCOLATE CRANBERRIES, UPC: 829364100832","RB. Confections, Lc."
BF,45267608,"DARK CHOCOLATE MARSHMALLOW SQUARES, UPC: 099482437084","Whole Foods Market, Inc."
BF,45267519,"MILK CHOCOLATE PRETZEL BITES, UPC: 089449300117","Chester A. Asher, Inc."
BF,45265643,"ASSORTED CAKE INSPIRED CHOCOLATES, UPC: 031290113415","Godiva Chocolatier, Inc."
BF,45268494,"MEXICAN HOT CHOCOLATE ALMONDS, UPC: 748252802101","Rje Trade International, Inc."
BF,45192501,"AMANO, ARTISAN DARK CHOCOLATE, UPC: 892990001309",Amano Chocolate
BF,45206325,"AMANO, DARK CHOCOLATE, UPC: 892990001149",Amano Chocolate
BF,45223888,"DARK CHOCOLATE PEPPERMINT, UPC: 099482461843","Whole Foods Market, Inc."
BF,45267251,"MILK CHOCOLATE COVERED ALMONDS, UPC: 077890417638","Wegmans Food Markets, Inc."
BF,45146966,"BARON CHOCOLATIER, MILK CHOCOLATE, UPC: 819077017114",European Chocolate LTD
BF,45176633,"UNIVERSAL BAKERY, CHOCOLATE SWIRL, UPC: 084368020207",Z O Z Group Inc.
BF,45353548,"Chocolate Cheerios Cereal, UNPREPARED, GTIN: 00016000125643",GENERAL MILLS SALES INC.
BF,45335717,"CHOCOLATE COCONUT BAR, UPC: 853152100346",PROBAR LLC
BF,45268301,"DARK CHOCOLATE ALMONDS, UPC: 727915221428",none
BF,45267565,"MILK CHOCOLATE PEANUTS, UPC: 092825083054",Brookshire Grocery Company
BF,45267249,"DARK CHOCOLATE COVERED HAZELNUTS, UPC: 077890417621","Wegmans Food Markets, Inc."
BF,45067434,"PREMIUM BAKING CHOCOLATE BAR, UPC: 747599618291",GHIRARDELLI
BF,45266072,"MINI MILK CHOCOLATE MONEY, UPC: 041376100680","Frankford Candy, LLC"
BF,45206327,"AMANO, ARTISAN CHOCOLATE, UPC: 892990001163",Amano Chocolate
BF,45205633,"VIVI, CHILI & SALT CHOCOLATE, UPC: 738435098933","Mallard Software, Inc."
BF,45269354,"CHOCOLATE CHIP COOKIE DOUGH, UPC: 851770006552","Orgain, Inc."
BF,45266762,"CRUNCHY CHOCOLATE ALMOND THINS, UPC: 065633845022",none
BF,45224051,"DARK CHOCOLATE COVERED WALNUTS, UPC: 999482000762",none
BF,45262374,"DARK CHOCOLATE ESPRESSO, UPC: 851662006141",Buckleberry Foods
BF,45039670,"PUDDING SNACKS CHOCOLATE FUDGE, UPC: 708820952553","Meijer, Inc."
BF,45274026,"CHOCOLATE CHIP WAFFLES, UPC: 036800220805","Topco Associates, Inc."
BF,45206034,"ZING, DARK CHOCOLATE MOCHA, UPC: 855531002234","Northwest Nutritional Foods, LLC"
BF,45269333,"PECAN CHOCOLATE CHUNK COOKIES, UPC: 851668003342",none
BF,45269133,"BELGIAN CHOCOLATE PUMPKINS, UPC: 819952010421",none
BF,45149527,"MINT MINIS ORGANIC CHOCOLATE, UPC: 741459295233",none
BF,45187375,"ENERGY BOOST CHOCOLATE, UPC: 713757541008","Cowrind Studios, Inc."
BF,45187289,"ALMOND CHUNKY CHOCOLATE, UPC: 654367520000",Bader Publishing
BF,45187168,"ORGANIC DARK CHOCOLATE BAR, UPC: 099482439194","Whole Foods Market, Inc."
BF,45187141,"DELICIOUS WHITE CHOCOLATE, UPC: 092163073663",Astor Chocolate Corp.
BF,45266098,"CHOCOLATE NON PAREILS, UPC: 041497135127","WEIS MARKETS, INC."
BF,45262380,"DARK CHOCOLATE CONCERTO, UPC: 861282000061",none
BF,45039729,"CHOCOLATE PUDDING SNACKS, UPC: 708820952515","Meijer, Inc."
BF,45206018,"GLUUTENY, CHOCOLATE CAKE MIX, UPC: 855387005151",Gluuteny LLC
BF,45309163,"CHOCOLATE SANDWICH COOKIES, UPC: 044000047009",Nabisco Biscuit Company
BF,45205259,"R BAR, DOUBLE CHOCOLATE, UPC: 029741497177","Distinctive Games, Inc."
BF,45269331,"CHOCOLATE CHUNK COOKIES, UPC: 851668003304",none
BF,45255668,"RAW DARK CHOCOLATE BAR, UPC: 851706001491","Organic Nectars, Inc."
BF,45160997,"GOJI CHOCOLATE BARS, UPC: 741459295080",none
BF,45187300,"ALDERWOOD SMOKED SALT CHOCOLATE, UPC: 654367520208",none
BF,45099684,"ORGANIC DARK CHOCOLATE, UPC: 099482439200","Whole Foods Market, Inc."
BF,45187167,"DARK CHOCOLATE PEAR ALMOND, UPC: 099482439101","Whole Foods Market, Inc."
BF,45187140,"DELICIOUS DARK CHOCOLATE, UPC: 092163073649",none
BF,45267308,"CHOCOLATE CREME CAKE, UPC: 078742152257","WAL-MART STORES, INC."
BF,45205683,"CHOCOPOLOGIE, DARK CHOCOLATE TRUFFLES, UPC: 759874999971","Tom and Sally's Handmade Chocolates, Inc."
BF,45269212,"CHOCOLATE CHIP COOKIES, UPC: 845120070874",Primary Colors Design Corp
SR,14181,"Beverages, chocolate syrup",Beverages
SR,16237,"SILK Chocolate, soymilk",Legumes and Legume Products
SR,19120,"Candies, milk chocolate",Sweets
SR,19924,"Syrup, NESTLE, chocolate",Sweets
BF,45186099,"OATS & CHOCOLATE FIBER BARS, UPC: 036800192645","Topco Associates, Inc."
BF,45148505,"WHITMAN'S, ASSORTED CHOCOLATES, UPC: 076740070436","WHITMAN'S CANDIES, INC."
BF,45246925,"HERSHEY'S, CHOCOLATE MILK, UPC: 754686001126","Diversified Foods, Inc."
BF,45202265,"HOT CHOCOLATE MIX, UPC: 753181200072","The Aspen Mulling Company, Inc."
BF,45169893,"CHOCOLATE CAKE MIX, UPC: 858687003070","Moon Rabbit Foods, LLC"
BF,45269214,"CHOCOLATE CHIP COOKIES, UPC: 845120050876",none
BF,45157540,"CHUNKY CHOCOLATE CLUSTERS, UPC: 085239236956",Target Stores
BF,45318156,"PEANUT BUTTER CHOCOLATE CHIP, UPC: 030100103516",Keebler Company
BF,45049509,"ANIMAL CRACKERS CHOCOLATE, UPC: 072320113319",D. F. Stauffer Biscuit Co. Inc
SR,16166,"Soymilk, chocolate, unfortified",Legumes and Legume Products
SR,19080,"Candies, semisweet chocolate",Sweets
SR,19270,"Ice creams, chocolate",Sweets
SR,42186,"Frozen yogurts, chocolate",Sweets
BF,45102441,"CHOCOLATE FLAVORED SYRUP, UPC: 011225416712",Kingston Marketing Co
BF,45059651,"MILK CHOCOLATE SPRINKLES, UPC: 8710496976964",none
BF,45202267,"HOT CHOCOLATE MIX, UPC: 753181200089","The Aspen Mulling Company, Inc."
BF,45188645,"PECAN CHOCOLATE CARAMEL, UPC: 872181007181",DEMET'S CANDY COMPANY
BF,45169407,"85% DARK CHOCOLATE, UPC: 850686003358",Sinless Raw Food Inc
BF,45353192,"ORGANIC MILK CHOCOLATE, UPC: 769933857333",none
BF,45167380,"CHOCOLATE RASPBERRY PRESERVE, UPC: 041695734719","A.M. Braswell, Jr. Food Co. Inc."
BF,45149722,"VERMONT CRAFT CHOCOLATE, UPC: 769933855988",Champlain Chocolate Company
BF,45169944,"HANA, CHOCOLATE CHUNK COOKIES, UPC: 859485004290",Kyotofu Management Corporation
BF,45250522,"CHOCOLATE SANDWICH COOKIES, UPC: 044000047030",Nabisco Biscuit Company
BF,45126928,"DARK CHOCOLATE ALMOND BAR, UPC: 857128001200",Healthsmart Foods Inc.
BF,45358787,"DARK CHOCOLATE SEDER PLATE, UPC: 072700007016",none
BF,45354783,"CHOCOLATE CHIP COOKIES, UPC: 099482421328","Whole Foods Market, Inc."
BF,45188816,"TRIPLE CHOCOLATE DONUT, UPC: 893536002965",Gluten Free Bake Shop Inc
BF,45248828,"M&M'S, CHOCOLATE, UPC: 012937001012",Mars Retail Group Inc.
BF,45259379,"HEART SHAPES CHOCOLATES, UPC: 028000292225",none
BF,45249128,"SHTIX MILK CHOCOLATE STICKS, UPC: 815871011051",none
BF,45353193,"CHOCOLATE CHIP WAFFLES, UPC: 041268207473",Hannaford Bros. Co.
BF,45177649,"CHOCOLATE CHIP WAFFLES, UPC: 092825096733",Brookshire Grocery Company
BF,45139500,"SPARTAN, SYRUP, CHOCOLATE, UPC: 011213025285",none
BF,45139469,"JOYVA, CHOCOLATE COVERED HALVAH, UPC: 04179597",Joyva Corp
BF,45170132,"THEO, DARK CHOCOLATE, UPC: 874492003616","THEO CHOCOLATE, INC."
BF,45259373,"CANDY PIECES IN MILK CHOCOLATE, UPC: 028000558895",none
BF,45255794,"COLE BLEND WITH DARK CHOCOLATE, UPC: 869210000039",none
BF,45168972,"CHOCOLATL, MOOD BOOST CHOCOLATE, UPC: 736211019486","Aqualink Nevada, LLC"
BF,45100346,"ORGANIC MIL CHOCOLATE, UPC: 099482439170","Whole Foods Market, Inc."
BF,45153420,"DOUBLE CHOCOLATE CHIP COOKIES, UPC: 711535510444",Star Markets Co.
BF,45126453,"CHOCOLATE FRUIT DIP!, UPC: 070200530041",T. MARZETTI COMPANY
BF,45249177,"PREMIUM BELGIAN CHOCOLATES, UPC: 049022919174",WALGREENS CO.
BF,45242091,"KROGER, WAFFLES, CHOCOLATE CHIP, UPC: 011110875396",The Kroger Co.
BF,45095778,"STIRS THE SOUP, COCONUT CHOCOLATE, UPC: 837654123492",Ugly Dawg Foods Inc
BF,45310525,"FUDGE BAR IN MILK CHOCOLATE, UPC: 028000884499",none
BF,45095156,"SCHOGETTEN, DARK CHOCOLATE, UPC: 053035085900",Ludwig Schokolade Gmbh
BF,45153916,"VALOR, DARK CHOCOLATE WITH ALMONDS, UPC: 8410109052596",CHOCOLATES VALOR S.A.
BF,45094549,"CREAMY MINTS IN PURE CHOCOLATE, UPC: 071720330203",Tootsie Roll Industries Inc.
BF,45094527,"DELUXE DARK CHOCOLATE MINTS, UPC: 071720530054",Tootsie Roll Industries Inc.
BF,45352018,"MILK CHOCOLATE WITH CRISPY RICE, UPC: 041269307073",R.M. PALMER CO.
BF,45023956,"CADIA, HAZELNUT & CHOCOLATE, UPC: 815369011525",CADIA
BF,45156373,"HARMONS, CHOCOLATE PEANUT CLUSTERS, UPC: 019646006116",Harmons Inc
BF,45149347,"DARK CHOCOLATE BARK, UPC: 710069005228",Cachere Distributing Inc.
BF,45093391,"CHOCOLATE CARAMEL GELATO, UPC: 077567483836",Good Humor-Breyers Ice Cream
BF,45093317,"WHITMAN'S CANDIES, CHOCOLATES, CARAMEL, UPC: 076740075905","WHITMAN'S CANDIES, INC."
BF,45254672,"DECORATED CHOCOLATE TORTE DAISIES, UPC: 752716116314",none
BF,45352201,"MILK CHOCOLATE CHIPS, UPC: 041303018675","Supervalu, Inc."
BF,45149570,"GRACE, ANIMAL CRACKERS, CHOCOLATE, UPC: 748252173102","Rje Trade International, Inc."
BF,45271586,"CACAO CHOCOLATE POWDER, UPC: 811961020644","Navitas, LLC"
BF,45094561,"CREAMY MINTS IN PURE CHOCOLATE!, UPC: 071720530672",Tootsie Roll Industries Inc.
BF,45094532,"CREAMY MINTS IN PURE CHOCOLATE, UPC: 071720530832",Tootsie Roll Industries Inc.
BF,45094446,"MONTREAL FUDGE, CHOCOLATE FUDGE, UPC: 058023730152",none
BF,45352016,"EXCLUSIVE SELECTION CHOCOLATE, UPC: 4779021230913",none
BF,45159012,"DEMET'S, TURTLES, DOUBLE CHOCOLATE, UPC: 872181003886",DEMET'S CANDY COMPANY
BF,45149936,"LES PEARLS MILK CHOCOLATE, UPC: 813601021806",Cemoi Inc
BF,45093442,"BREYERS, ICE CREAM, CHOCOLATE, UPC: 077567306623",Good Humor-Breyers Ice Cream
BF,45226928,"OATMEAL CHOCOLATE CHIP COOKIES, UPC: 085239981832",Target Stores
BF,45093229,"SANDWICH CREME CHOCOLATE COOKIES, UPC: 011225422454",Kingston Marketing Co
BF,45196541,"DOUBLE CHOCOLATE BROWNIE, UPC: 047495751017",Nature's Bakery LLC
BF,45142128,"HAVILAND, NONPAREILS, DARK CHOCOLATE, UPC: 011215669753",NEW ENGLAND CONFECTIONERY COMPANY INC.
BF,45159279,"HOUSE OF DORCHESTER, FINE CHOCOLATE, UPC: 029806018392",Loriet Ltd.
BF,45166764,"TRANSATLANTIC, ASSORTED BELGIAN CHOCOLATES, UPC: 851789005430",Bon Courage Enterprises Inc.
BF,45352398,"DARK CHOCOLATE TRUFFLES, UPC: 037466063690",Lindt & Sprungli (Schweiz) AG
BF,45150566,"WHITE CHOCOLATE TRUFFLES, UPC: 009542019969",Lindt & Sprungli (Schweiz) AG
BF,45352033,"ASSORTED CHOCOLATE TRUFFLES, UPC: 037466063652",Lindt & Sprungli (Schweiz) AG
BF,45043675,"MILK CHOCOLATE TRUFFLES, UPC: 037466053240",none
BF,45144694,"WHITE CHOCOLATE TRUFFLES, UPC: 009542023799",Lindt & Sprungli (Schweiz) AG
BF,45351996,"CLASSIC ASSORTED CHOCOLATES, UPC: 009542025946",Lindt & Sprungli (Schweiz) AG
BF,45351965,"MILK CHOCOLATE CASHEWS, UPC: 655852005330",none
BF,45091355,"LITEHOUSE, CHOCOLATE DIP, UPC: 077661119372",Litehouse Inc.
BF,45351948,"ORGANIC CHOCOLATE MILK, UPC: 079893401683",Glencourt Inc.
